PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,prefix,ticket_nember
204,0,3,876,1,45.5,0,0,665,7.225,1,0,0,86
205,1,3,166,1,18.0,0,0,421,8.05,5,2,0,478
206,0,3,787,0,2.0,0,1,159,10.4625,6,2,0,241
207,0,3,51,1,32.0,1,0,73,15.85,2,2,0,164
208,1,3,9,1,26.0,0,0,36,18.7875,2,0,0,130
209,1,3,140,0,16.0,0,0,317,7.75,4,1,0,384
210,1,1,94,1,40.0,0,0,657,31.0,0,0,0,79
211,0,3,12,1,24.0,0,0,561,7.05,2,2,0,603
212,1,2,131,0,35.0,0,0,471,21.0,4,2,0,522
213,0,3,648,1,22.0,0,0,417,7.25,3,2,0,474
214,0,2,288,1,30.0,0,0,649,13.0,3,2,0,71
215,0,3,436,1,33.0,1,0,315,7.75,4,1,0,382
216,1,1,581,0,31.0,1,0,282,113.275,3,0,0,352
217,1,3,375,0,27.0,0,0,594,7.925,4,2,0,633
218,0,2,389,1,42.0,1,0,423,27.0,4,2,0,48
219,1,1,72,0,32.0,0,0,533,76.2917,3,0,0,579
220,0,2,338,1,30.0,0,0,605,10.5,3,2,0,643
221,1,3,789,1,16.0,0,0,574,8.05,4,2,0,615
222,0,2,105,1,27.0,0,0,647,13.0,4,2,0,7
223,0,3,306,1,51.0,0,0,334,8.05,4,2,0,4
224,0,3,580,1,28.0,0,0,231,7.8958,4,2,0,306
225,1,1,379,1,38.0,1,0,637,90.0,2,2,0,672
226,0,3,83,1,22.0,0,0,527,9.35,4,2,0,573
227,1,2,530,1,19.0,0,0,597,10.5,4,2,0,636
228,0,3,491,1,20.5,0,0,416,7.25,3,2,0,473
229,0,2,243,1,18.0,0,0,212,13.0,4,2,0,29
230,0,3,466,0,7.0,3,1,370,25.4667,5,2,0,431
231,1,1,339,0,35.0,1,0,331,83.475,2,2,0,397
232,0,3,459,1,29.0,0,0,166,7.775,4,2,0,248
233,0,2,753,1,59.0,0,0,246,13.5,3,2,0,32
234,1,3,43,0,5.0,4,2,174,31.3875,3,2,0,255
235,0,2,478,1,24.0,0,0,452,10.5,4,2,0,505
236,0,3,329,0,24.0,0,0,603,7.55,3,2,0,641
237,0,2,370,1,44.0,1,0,12,26.0,3,2,0,109
238,1,2,172,0,8.0,0,2,454,26.25,5,2,0,507
239,0,2,647,1,19.0,0,0,54,10.5,4,2,0,147
240,0,2,383,1,33.0,0,0,552,12.275,3,2,0,596
241,0,3,881,0,20.0,1,0,7,14.4542,4,0,0,104
242,1,3,566,0,26.0,1,0,316,15.5,4,1,0,383
243,0,2,169,1,29.0,0,0,599,10.5,4,2,0,638
244,0,3,499,1,22.0,0,0,580,7.125,3,2,0,620
245,0,3,47,1,30.0,0,0,32,7.225,1,0,0,127
246,0,1,538,1,44.0,2,0,636,90.0,2,1,0,671
247,0,3,480,0,25.0,0,0,170,7.775,4,2,0,251
248,1,2,322,0,24.0,0,2,652,14.5,4,2,0,74
249,1,1,78,1,37.0,1,1,422,52.5542,3,2,0,479
250,0,2,147,1,54.0,1,0,446,26.0,5,2,0,50
251,0,3,672,1,29.0,0,0,289,7.25,3,2,0,359
252,0,3,788,0,29.0,1,1,159,10.4625,6,2,0,241
253,0,1,781,1,62.0,0,0,152,26.55,2,2,0,235
254,0,3,486,1,30.0,1,0,429,16.1,4,2,0,485
255,0,3,701,0,41.0,0,2,332,20.2125,4,2,0,398
256,1,3,817,0,29.0,0,2,675,15.2458,3,0,0,95
257,1,1,806,0,34.0,0,0,494,79.2,2,0,0,543
258,1,1,156,0,30.0,0,0,0,86.5,1,2,0,0
259,1,1,842,0,35.0,0,0,518,512.3292,1,0,0,565
260,1,2,635,0,50.0,0,1,90,26.0,4,2,0,18
261,0,3,770,1,36.0,0,0,363,7.75,4,1,0,425
262,1,3,42,1,3.0,4,2,174,31.3875,3,2,0,255
263,0,1,797,1,52.0,1,1,1,79.65,4,2,0,1
264,0,1,340,1,40.0,0,0,645,0.0,1,2,0,68
265,0,3,356,0,26.0,0,0,358,7.75,4,1,0,420
266,0,2,673,1,36.0,0,0,441,10.5,4,2,0,496
267,0,3,630,1,16.0,4,1,75,39.6875,4,2,0,166
268,1,3,651,1,25.0,1,0,181,7.775,4,2,0,261
269,1,1,305,0,58.0,0,1,493,153.4625,2,2,0,542
270,1,1,91,0,35.0,0,0,525,135.6333,2,2,0,571
271,0,1,125,1,44.0,0,0,337,31.0,2,2,0,401
272,1,3,815,1,25.0,0,0,476,0.0,3,2,0,527
273,1,2,529,0,41.0,0,1,648,19.5,4,2,0,70
274,0,1,576,1,37.0,0,1,500,29.7,2,0,0,549
275,1,3,350,0,26.0,0,0,342,7.75,4,1,0,406
276,1,1,33,0,63.0,1,0,610,77.9583,3,2,0,648
277,0,3,481,0,45.0,0,0,171,7.75,4,2,0,252
278,0,2,633,1,35.0,0,0,335,0.0,3,2,0,40
279,0,3,680,1,7.0,4,1,360,29.125,4,1,0,422
280,1,3,2,0,35.0,1,1,449,20.25,4,2,0,502
281,0,3,227,1,65.0,0,0,126,7.75,3,1,0,211
282,0,3,613,1,28.0,0,0,187,7.8542,4,2,0,267
283,0,3,885,1,16.0,0,0,151,9.5,4,2,0,234
284,1,3,221,1,19.0,0,0,426,8.05,4,2,0,482
285,0,1,769,1,44.0,0,0,65,26.0,0,2,0,157
286,0,3,778,1,33.0,0,0,234,8.6625,4,0,0,309
287,1,3,884,1,30.0,0,0,149,9.5,4,2,0,232
288,0,3,569,1,22.0,0,0,204,7.8958,4,2,0,282
289,1,2,378,1,42.0,0,0,323,13.0,4,2,0,39
290,1,3,177,0,22.0,0,0,341,7.75,4,1,0,405
291,1,1,65,0,26.0,0,0,635,78.85,2,2,0,670
292,1,1,90,0,19.0,1,0,546,91.0792,1,0,0,590
293,0,2,476,1,36.0,0,0,551,12.875,3,0,0,595
294,0,3,315,0,24.0,0,0,232,8.85,4,2,0,307
295,0,3,540,1,24.0,0,0,230,7.8958,4,2,0,305
296,0,1,477,1,44.0,0,0,516,27.7208,1,0,0,563
297,0,3,324,1,23.5,0,0,31,7.2292,2,0,0,126
298,0,1,17,0,2.0,1,2,213,151.55,2,2,0,290
299,1,1,713,1,44.0,0,0,642,30.5,2,2,0,677
300,1,1,71,0,50.0,0,1,489,247.5208,1,0,0,539
301,1,3,430,0,26.0,0,0,402,7.75,4,1,0,460
302,1,3,517,1,17.0,2,0,313,23.25,4,1,0,380
303,0,3,410,1,19.0,0,0,476,0.0,3,2,0,527
304,1,2,427,0,31.0,0,0,13,12.35,4,1,0,11
305,0,3,866,1,28.0,0,0,418,8.05,4,2,0,475
306,1,1,16,1,0.92,1,2,213,151.55,2,2,0,290
307,1,1,248,0,32.0,0,0,625,110.8833,2,0,0,661
308,1,1,646,0,17.0,1,0,522,108.9,2,0,0,569
309,0,2,3,1,30.0,1,0,477,24.0,3,0,0,528
310,1,1,263,0,30.0,0,0,488,56.9292,4,0,0,538
311,1,1,348,0,24.0,0,0,484,83.1583,2,0,0,534
312,1,1,709,0,18.0,2,2,511,262.375,1,0,0,559
313,0,2,448,0,26.0,1,1,653,26.0,4,2,0,75
314,0,3,355,1,28.0,0,0,240,7.8958,4,2,0,314
315,0,2,342,1,43.0,1,1,473,26.25,5,2,0,524
316,1,3,589,0,26.0,0,0,192,7.8542,4,2,0,271
317,1,2,422,0,24.0,1,0,512,26.0,5,2,0,56
318,0,2,554,1,54.0,0,0,55,14.0,4,2,0,148
319,1,1,857,0,31.0,0,2,327,164.8667,2,2,0,393
320,1,1,774,0,40.0,1,1,622,134.5,4,0,0,659
321,0,3,211,1,22.0,0,0,415,7.25,3,2,0,472
322,0,3,200,1,27.0,0,0,218,7.8958,4,2,0,295
323,1,2,761,0,30.0,0,0,201,12.35,3,1,0,28
324,1,2,128,0,22.0,1,1,612,29.0,4,2,0,65
325,0,3,721,1,15.0,8,2,469,69.55,4,2,0,520
326,1,1,875,0,36.0,0,0,525,135.6333,2,0,0,571
327,0,3,597,1,61.0,0,0,137,6.2375,3,2,0,221
328,1,2,60,0,36.0,0,0,51,13.0,3,2,0,144
329,1,3,295,0,31.0,1,1,291,20.525,4,2,0,360
330,1,1,363,0,16.0,0,1,609,57.9792,1,0,0,647
331,1,3,516,0,16.0,2,0,313,23.25,4,1,0,380
332,0,1,636,1,45.5,0,0,17,28.5,2,2,0,113
333,0,1,304,1,38.0,0,1,493,153.4625,2,2,0,542
334,0,3,836,1,16.0,2,0,142,18.0,4,2,0,226
335,1,1,265,0,33.0,1,0,515,133.65,2,2,0,562
336,0,3,210,1,28.0,0,0,225,7.8958,4,2,0,300
337,0,1,641,1,29.0,1,0,200,66.6,2,2,0,279
338,1,1,117,0,41.0,0,0,622,134.5,4,0,0,659
339,1,3,192,1,45.0,0,0,397,8.05,5,2,0,456
340,0,1,93,1,45.0,0,0,238,35.5,7,2,0,312
341,1,2,577,1,2.0,1,1,68,26.0,5,2,0,16
342,1,1,258,0,24.0,3,2,639,263.0,2,2,0,674
343,0,2,170,1,28.0,0,0,623,13.0,5,2,0,66
344,0,2,732,1,25.0,0,0,501,13.0,5,2,0,55
345,0,2,262,1,36.0,0,0,57,13.0,4,2,0,15
346,1,2,111,0,24.0,0,0,601,13.0,5,2,0,64
347,1,2,767,0,40.0,0,0,85,13.0,3,2,0,175
348,1,3,207,0,24.0,1,0,364,16.1,4,2,0,426
349,1,3,183,1,3.0,1,1,462,15.9,5,2,0,514
350,0,3,215,1,42.0,0,0,92,8.6625,4,2,0,181
351,0,3,607,1,23.0,0,0,389,9.225,5,2,0,449
352,0,1,868,1,48.0,0,0,140,35.0,2,2,0,224
353,0,3,237,1,15.0,1,1,33,7.2292,2,0,0,128
354,0,3,37,1,25.0,1,0,233,17.8,3,2,0,308
355,0,3,877,1,27.0,0,0,672,7.225,2,0,0,92
356,0,3,833,1,28.0,0,0,156,9.5,4,2,0,239
357,1,1,104,0,22.0,0,1,115,55.0,4,2,0,201
358,0,2,270,0,38.0,0,0,290,13.0,4,2,0,36
359,1,3,521,0,23.0,0,0,111,7.8792,4,1,0,199
360,1,3,544,0,23.0,0,0,120,7.8792,4,1,0,206
361,0,3,758,1,40.0,1,4,184,27.9,4,2,0,264
362,0,2,886,1,29.0,1,0,549,27.7208,3,0,0,593
363,0,3,64,0,45.0,0,1,30,14.4542,2,0,0,125
364,0,3,40,1,35.0,0,0,560,7.05,2,2,0,602
365,0,3,598,1,27.0,1,0,333,15.5,4,1,0,399
366,0,3,5,1,30.0,0,0,439,7.25,2,2,0,494
367,1,1,843,0,60.0,1,0,262,75.25,3,0,0,334
368,1,3,561,0,16.0,0,0,663,7.2292,2,0,0,84
369,1,3,399,0,26.0,0,0,618,7.75,4,1,0,655
370,1,1,48,0,24.0,0,0,485,69.3,1,0,0,535
371,1,1,328,1,25.0,1,0,472,55.4417,4,0,0,523
372,0,3,861,1,18.0,1,0,70,6.4958,4,2,0,161
373,0,3,75,1,19.0,0,0,105,8.05,4,2,0,193
374,0,1,689,1,22.0,0,0,525,135.6333,1,0,0,571
375,0,3,624,0,3.0,3,1,255,21.075,5,2,0,328
376,1,1,535,0,33.0,1,0,507,82.1708,2,0,0,555
377,1,3,453,0,22.0,0,0,440,7.25,4,2,0,495
378,0,1,860,1,27.0,0,2,102,211.5,2,0,0,190
379,0,3,85,1,20.0,0,0,673,4.0125,1,0,0,93
380,0,3,314,1,19.0,0,0,169,7.775,4,2,0,250
381,1,1,86,0,42.0,0,0,520,227.525,1,0,0,567
382,1,3,571,0,1.0,0,2,677,15.7417,3,0,0,97
383,0,3,809,1,32.0,0,0,588,7.925,4,2,0,628
384,1,1,373,0,35.0,1,0,287,52.0,2,2,0,357
385,0,3,664,1,28.0,0,0,227,7.8958,4,2,0,302
386,0,2,205,1,18.0,0,0,535,73.5,3,2,0,580
387,0,3,298,1,1.0,5,2,466,46.9,4,2,0,518
388,1,2,118,0,36.0,0,0,40,13.0,4,2,0,134
389,0,3,714,1,29.0,0,0,319,7.7292,4,1,0,386
390,1,2,467,0,17.0,0,0,539,12.0,4,0,0,584
391,1,1,144,1,36.0,1,2,164,120.0,1,2,0,246
392,1,3,392,1,21.0,0,0,264,7.7958,5,2,0,336
393,0,3,313,1,28.0,2,0,72,7.925,4,2,0,163
394,1,1,582,0,23.0,1,0,282,113.275,3,0,0,352
395,1,3,727,0,24.0,0,2,528,16.7,6,2,0,574
396,0,3,403,1,22.0,0,0,274,7.7958,4,2,0,345
397,0,3,612,0,31.0,0,0,280,7.8542,4,2,0,350
398,0,2,523,1,46.0,0,0,48,26.0,4,2,0,141
399,0,2,622,1,23.0,0,0,468,10.5,4,2,0,52
400,1,2,819,0,28.0,0,0,390,12.65,5,2,0,45
401,1,3,591,1,39.0,0,0,586,7.925,4,2,0,626
402,0,3,6,1,26.0,0,0,129,8.05,3,2,0,214
403,0,3,417,0,21.0,1,0,375,9.825,4,2,0,436
404,0,3,318,1,28.0,1,0,592,15.85,4,2,0,631
405,0,3,615,0,20.0,0,0,97,8.6625,4,2,0,186
406,0,2,274,1,34.0,1,0,52,21.0,4,2,0,145
407,0,3,859,1,51.0,0,0,165,7.75,4,2,0,247
408,1,2,686,1,3.0,1,1,61,18.75,4,2,0,153
409,0,3,88,1,21.0,0,0,83,7.775,4,2,0,173
410,0,3,464,0,7.0,3,1,370,25.4667,5,2,0,431
411,0,3,731,1,28.0,0,0,220,7.8958,5,2,0,297
412,0,3,343,1,28.0,0,0,369,6.8583,3,1,0,430
413,1,1,539,0,33.0,1,0,636,90.0,2,1,0,671
414,0,2,191,1,35.0,0,0,335,0.0,3,2,0,40
415,1,3,790,1,44.0,0,0,576,7.925,4,2,0,617
416,0,3,527,0,25.0,0,0,132,8.05,4,2,0,217
417,1,2,226,0,34.0,1,1,45,32.5,4,2,0,139
418,1,2,741,0,18.0,0,2,654,13.0,4,2,0,76
419,0,2,512,1,30.0,0,0,47,13.0,4,2,0,140
420,0,3,827,0,10.0,0,2,148,24.15,4,2,0,231
421,0,3,281,1,24.0,0,0,252,7.8958,4,0,0,325
422,0,3,155,1,21.0,0,0,427,7.7333,4,1,0,483
423,0,3,882,1,29.0,0,0,87,7.875,4,2,0,177
424,0,3,198,0,28.0,1,1,177,14.4,4,2,0,258
425,0,3,700,1,18.0,1,1,332,20.2125,4,2,0,398
426,0,3,870,1,29.0,0,0,411,7.25,3,2,0,469
427,1,2,162,0,28.0,1,0,644,26.0,4,2,0,679
428,1,2,661,0,19.0,0,0,656,26.0,4,2,0,78
429,0,3,249,1,36.0,0,0,307,7.75,4,1,0,375
430,1,3,662,1,32.0,0,0,563,8.05,4,2,0,605
